Company_Brand,Sector,Stage,BIO,Year,HeadQuarter,Amount($)
Country Delight,Food and Beverages,Series,Country Delight produces and distributes milk intended to provide good quality and unadulterated milk at doorstep.,2020,Dhingsara,25000000.0
SignalX,Artificial intelligence,Seed,SignalX offers an artificial intelligence-powered SaaS platform,2020,Hyderabad,800000.0
Lancify,Technology,Undisclosed,Lancify is building the world's strongest young workforce,2020,Bangalore,300000.0
Krimanshi,Biotechnology company,Seed,Krimanshi aims to increase rural income by improving the productivity of Indian cattle with better quality feed.,2020,Jodhpur,600000.0
Instoried,Artificial intelligence,Series,Instoried is an augmented writing platform which improves customer interest and engagement.,2020,Bangalore,1000000.0
PlayerzPot,Gaming startup,Series,"Favorite fantasy cricket, football & kabaddi leagues online to win daily cash and prizes",2020,Mumbai,3000000.0
Instamojo,Technology,Undisclosed,"Instamojo is an on-demand payments platform that enables entrepreneurs to build, manage, and grow their business online.",2020,Bangalore,
Turtlemint,Health Care,Undisclosed,Turtlemint has built Indian personalized insurance platform,2020,Mumbai,30000000.0
Arata,E-commerce,Series,Arata is an e-commerce site for beauty products and cosmetics.,2020,Delhi,1000000.0
MPL,Gaming startup,Undisclosed,Mobile Premier League is a skill-based eSports platform used to offer cash prizes while playing games.,2020,Bangalore,5000000.0
True Balance,Technology,Undisclosed,True Balance is a digital wallet that enables users to access utility bill payment and other financial products.,2020,Gurugram,28000000.0
Thrive,Technology,Series,"Thrive is all-in-one restaurant ordering suite for table ordering, pickup, and delivery with marketing in-built.",2020,Mumbai,
Kitchens Centre,Proptech,Series,Kitchens Centre offers turnkey solutions to cloud kitchens.,2020,Delhi,
Prescribe,Health Care,Undisclosed,Provide online services to patients by leveraging WhatsApp.,2020,Chennai,100000.0
Nepra,Technology,Series,NEPRA Resource Management provides waste management solutions in India.,2020,Ahmedabad,18000000.0
inFeedo,Internet Services,Undisclosed,"inFeedo is a predictive people analytics company helping 300,000+ employees in 100+ companies make their voice feel heard and valued.",2020,Gurugram,3200000.0
Shilpa Sciences,Health Care,Series,Shilps Sciences is a healthtech platform that claims to have solved gene editing by accelerating single gene cell applications.,2020,Bangalore,
Arzooo,Technology,Undisclosed,"B2B retail tech platform transforming 300,000+ SMEs in electronics space with its flagship ""Go Store"" product",2020,Bangalore,
MindTickle,Internet Services,Dept,MindTickle offers the industry's most comprehensive sales readiness solution for closing knowledge and skill gaps in customer-facing teams.,2020,Pune,100000000.0
Slice,Technology,Dept,Slice is a card for first-time credit card users. They are inventing the future of finance for young Indians,2020,Bangalore,5000000.0
Rapawalk,E-commerce,Seed,Rapawalk is an online brand that offers a personalized service of creating your own shoes.,2020,Bangalore,300000.0
Oga Fit's,Fitness startup,Series,The new-age home workout app that gives you an unmatched boutique digital fitness studio experience.,2020,Bangalore,
LAVAL,Cosmetics,Series,"Laval Cosmetics, affordable makeup for all ages",2020,Bangalore,
Stride Ventures,Venture capitalist,Undisclosed,Stride Ventures is a venture capital firm in India which aims to invest in innovative startups across the country.,2020,Delhi,80000000.0
BlackSoil,Technology,Undisclosed,Blacksoil Advisory is an independent boutique advisory firm.,2020,Mumbai,10000000.0
Biocon,Health Care,Undisclosed,"Biocon is a healthcare and technology, company focused on biotechnology.",2020,Bangalore,15000000.0
Clientjoy,Internet Services,Series,Client Management Software For Modern Agencies.,2020,Gujarat,800000.0
Xpressbees,E-commerce,Undisclosed,Xpressbees is an e-commerce logistics company that provides reliable logistics solutions to its partners.,2020,Pune,100000000.0
GalaxyCard,Technology,Seed,Mobile based Instant credit card. | Easiest way to get a credit card. Get one in 3 minutes,2020,Gurugram,
Wellness Forever,Health Care,Undisclosed,Wellness Forever is the one-stop destination for wellness,2020,Mumbai,100000000.0
MoooFarm,Technology,Seed,MoooFarm is an information technology company that bridges the technology gap to help marginalized dairy farmers.,2020,Gurugram,500000.0
BitClass,Internest Services,Seed,BitClass is a PaaS solution which helps teachers set up their independent live classes,2020,Bangalore,2000000.0
Gonuts,Entertainment,Seed,Personalised Video shoutouts from favourite celebrity.,2020,Mumbai,400000.0
Uolo,Technology,Seed,Uolo Technology is founded by paranoid parents who want to make a difference to preschool experience.,2020,Bangalore,2000000.0
Kirana King,Retail,Series,"A revolutionary idea of standardization, digitization & centralization to traditional Grocery system.",2020,"Jaipur, Rajastan",900000.0
Jade Forest,Beverages,Seed,"NATURALLY THE BEST From zero artificial ingredients in our drinks to the way they make you feel, we bring you a bespoke range of natural mixers.",2020,Delhi,250000.0
iKure,Health Care,Undisclosed,iKure is a social enterprise that delivers primary healthcare and wellness & prevention services to communities in India,2020,Kolkata,
FrontRow,Technology,Seed,"Comprehensive courses, taught by idols.",2020,Bangalore,3200000.0
Reliance Retail,E-commerce,Undisclosed,Reliance Retail Ventures Limited is a subsidiary company of Reliance Industries Limited.,2020,Mumbai,10000000.0
TUBBR,Social Media,Undisclosed,World's First Personal Social Network,2020,Outside India,
Ather Energy,Automobiles,Series,Ather Energy is a manufacturer of electric scooters.,2020,Bangalore,35000000.0
Routematic,Internet Services,Undisclosed,Vision is to enable a safer and more comfortable commute to work for employees of India Inc.,2020,Bangalore,2000000.0
LivFin,Technology,Undisclosed,LivFin is a non-banking financial company registered with the Reserve Bank of India (RBI),2020,Delhi,4700000.0
Universal Sportsbiz Pvt Ltd,Fashion startup,Undisclosed,A fashion startup based in Bengaluru.,2020,Bangalore,
Lattu Kids,Technology,Undisclosed,Lattu kids is an edutainment platform for preschool kids.,2020,Mumbai,
Eggoz,Food & Bevarages,Series,"Eggoz is a brand of fresh and chemical-free eggs, produced in tech-enabled & nutrition-engineered deep integration partnership with farmers.",2020,Indore,1500000.0
Steradian Semiconductors,Deeptech,Undisclosed,Semiconductor company focused on CMOS millimeter wave products for Radar.,2020,Bangalore,
CHARGE+ZONE,EV startup,Series,"Charge+Zone provides services in renewable energy solutions, product development, and software engineering company.",2020,Gujarat,3000000.0
Stones2milestones,Technology,Bridge,Stones2milestones is India (Delhi) Based EdTech Company,2020,Gurugram,2000000.0
Udacity,Technology,Dept,"Udacity develops an online learning platform offering programs in artificial intelligence, machine learning, and robotics sector.",2020,Outside India,75000000.0
AjnaLens,AR/VR startup,Bridge,"AjnaLens develops AR/VR wearables primarily for the Defence, Education and enterprise customers.",2020,Thane,1000000.0
Gully Network,E-commerce,Series,Gully Network is a tech-enabled network of mid-sized grocery stores.,2020,Bangalore,1200000.0
TurboHire,Recruitment startup,Seed,Talent Intelligence Platform for enterprises that helps recruiters discover the right candidates for a job using a Human-like AI,2020,Hyderabad,1000000.0
Traya,Health Care,Seed,work with our customers closely to get their hair health sorted for long-term effective results,2020,Mumbai,
Charcoal Eats,QSR startup,Undisclosed,"In the last five years, have served over 1.5 million orders and enjoy high customer satisfaction.",2020,Mumbai,2000000.0
Mitron TV,Video platform,Undisclosed,Mitron is a free short videoplatform for next generation,2020,Bangalore,
Svami,Food & Bevarages,Undisclosed,Svami is the result of three seasoned drinkers extending their love for libations to the larger world of drinks.,2020,Mumbai,800000.0
Dhurnia,Technology,Undisclosed,Developer of an online learning platform intended for various competitive exam preparations.,2020,Dhingsara,100000.0
Expertrons,Technology,Undisclosed,Expertrons is an AI video bot platform created to help students and professionals prepare for interviews.,2020,Mumbai,
Leena AI,Artificial intelligence,Undisclosed,Leena AI offers a human resource management platform that transforms employee experience with conversational AI.,2020,Outside India,8000000.0
Bizlog,Logistics,Undisclosed,Bizlog Value Chain enables re-commerce and circular economy through unique REVERSE LOGISTICS engine.,2020,Bangalore,1000000.0
Tamasha.live,Gaming,Undisclosed,"Tamasha offers a platform for influencers to host live, video based, real money contests and games.",2020,Mumbai,300000.0
Fedo,Artificial intelligence,Undisclosed,Artificial Intelligence based Credit Score for Health,2020,Bangalore,1000000.0
FabHotels,Hospitality,Undisclosed,Fabhotels is the online aggregator for hotel rooms. It aims to provide standardized services at economical budgets.,2020,Gurugram,1000000.0
Freshokartz,Technology,Series,"Freshokartz provides soil data based crop and fertilisers recommendation to farmers and delivery seeds, pesticides",2020,"Jaipur, Rajastan",1000000.0
FlexiLoans,Technology,Dept,"an online lending platform started with an endeavour to solve the problem that SMEs face in accessing Quick, Flexible and Adequate funds for growing their Businesses.",2020,Mumbai,6000000.0
Agrix,Technology,Undisclosed,"Farming-as-a-service (covering farm machinery and agri input services) and provides market linkages, especially for fragmented farm owners.",2020,Patna,
BharatAgri,Technology,Series,A Smart Farming Technology Platform for Indian Farmers,2020,Pune,
FreshtoHome,E-commerce,Series,Freshtohome is an e-commerce platform for fresh and chemical-free seafood.,2020,Bangalore,121000000.0
Credable,Technology,Undisclosed,CredAble provides working capital & supply chain finance programs for large enterprises and their suppliers and distributors.,2020,Mumbai,4500000.0
Railofy,Transport Services,Seed,Railofy is a WL & RAC protection that enables waitlisted passengers to reach their destination at the lowest possible price.,2020,Mumbai,5000000.0
Finova Capital,Technology,Undisclosed,Finova Capital is a non-banking financial company.,2020,"Jaipur, Rajastan",55000000.0
Teachmint,Edtech,Seed,Teachmint is an easy to use platform for tutors to conduct unlimited live classes and manage their classrooms,2020,Bangalore,3500000.0
Peel-Works,E-commerce,Undisclosed,Peel-Works is a tech and data analytics company specializing in e-commerce for corner stores.,2020,Mumbai,3000000.0
Janani,Fertility tech,Seed,Janani aims to make the process of infertility treatment and assisted fertilisation easier,2020,Bangalore,200000.0
Credgenics,Technology,Seed,"Credgenics is a tech-enabled platform backed by Titan Capital, helping fintech lenders and Banks in their critical NPA reduction",2020,Gurugram,3300000.0
Finelistings,Luxury car startup,Undisclosed,A Used Luxury Car Marketplace,2020,Delhi,
Wellversed,Health Care,Series,Wellversed Health enables production of customised clinical food products specific to health requirements of a demography or an individual.,2020,Delhi,
Jumbotail,E-commerce,Series,"Jumbotail is solving an important problem of organising food and grocery ecosystem in India through technology, data science and design.",2020,Bangalore,11000000.0
Winzo,Gaming startup,Undisclosed,WinZO is a mobile e-sports social gaming platform that offers monetary benefits and prizes to players.,2020,Delhi,2000000.0
mCaffeine,Cosmetics,Series,"MCaffeine is a personal care brand that offers caffein-infused face, body, and hair care products.",2020,Mumbai,5000000.0
Pocket FM,FM,Series,Pocket FM is an audiobook & podcast app that brings you over 10K+ popular audiobooks.,2020,Bangalore,5000000.0
Snackible,Health Care,Bridge,Snackible operates a health-food production company designed to sell healthy snack food via online and offline channels.,2020,Mumbai,
FreshtoHome,E-commerce,Undisclosed,Freshtohome is an e-commerce platform for fresh and chemical-free seafood.,2020,Bangalore,16000000.0
